run_id,target_mph,encounter_distance_m,walker_speed_mps,walker_side,walker_cross,walker_startup_s,trigger_ttc_s,trigger_delay_s,braking_ramp_up_per_s,brake_headway_s,brake_profile,weather_preset,sun_altitude_deg,cloudiness,sim_seconds,random_seed,hazard_triggered,collision_detected,outcome,min_ped_distance_m,min_ttc_s,max_jerk_mps3,mean_jerk_mps3,ego_speed_at_trigger_mph,ego_speed_at_trigger_mps,ego_dist_at_trigger_m,trigger_time_s,time_to_stop_s,error
run_0054,25.0,120.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,exponential,ClearSunset,,,30.0,,True,False,full_stop,3.986,0.730,270.40,8.63,24.93,11.145,97.8,10.10,1.22,
run_0055,25.0,120.0,1.8,left,far,0.5,2.00,0.0,4.0,5.0,exponential,ClearSunset,,,30.0,,True,False,full_stop,4.199,0.769,270.37,8.73,24.93,11.145,97.8,10.10,1.20,
run_0056,25.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,30.0,,True,False,full_stop,9.292,1.612,282.32,8.72,24.90,11.132,88.9,9.30,1.38,
run_0057,25.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,5.0,proportional_ramp,ClearSunset,,,30.0,,True,False,full_stop,10.156,1.652,276.99,8.81,24.90,11.132,88.9,9.30,1.26,
run_0058,25.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,step_constant,ClearSunset,,,30.0,,True,False,full_stop,10.960,1.660,269.38,8.85,24.90,11.132,88.9,9.30,1.16,
run_0059,25.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,5.0,step_constant,ClearSunset,,,30.0,,True,False,full_stop,10.960,1.660,269.38,8.85,24.90,11.132,88.9,9.30,1.16,
run_0060,25.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,30.0,,True,False,full_stop,8.593,1.584,288.61,8.80,24.90,11.132,88.9,9.30,1.50,
run_0061,25.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,5.0,cautious_ramp,ClearSunset,,,30.0,,True,False,full_stop,8.593,1.584,288.61,8.80,24.90,11.132,88.9,9.30,1.50,
run_0062,25.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,exponential,ClearSunset,,,30.0,,True,False,full_stop,8.110,1.487,286.96,8.62,24.90,11.132,88.9,9.30,1.54,
run_0063,25.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,5.0,exponential,ClearSunset,,,30.0,,True,False,full_stop,9.455,1.626,281.69,8.74,24.90,11.132,88.9,9.30,1.36,
run_0064,35.0,60.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,30.0,,True,True,collision,2.640,0.402,283.21,12.61,33.92,15.166,29.7,3.52,1.70,
run_0065,35.0,60.0,1.8,left,near,0.5,2.00,0.0,4.0,5.0,proportional_ramp,ClearSunset,,,30.0,,True,True,collision,2.649,0.424,277.19,12.70,33.92,15.166,29.7,3.52,1.68,
run_0066,35.0,60.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,step_constant,ClearSunset,,,30.0,,True,True,collision,2.671,0.445,267.54,12.76,33.92,15.166,29.7,3.52,1.66,
run_0067,35.0,60.0,1.8,left,near,0.5,2.00,0.0,4.0,5.0,step_constant,ClearSunset,,,30.0,,True,True,collision,2.671,0.445,267.54,12.76,33.92,15.166,29.7,3.52,1.66,
run_0068,35.0,60.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,30.0,,True,True,collision,2.619,0.352,267.33,12.43,33.92,15.166,29.7,3.52,1.82,
run_0069,35.0,60.0,1.8,left,near,0.5,2.00,0.0,4.0,5.0,cautious_ramp,ClearSunset,,,30.0,,True,True,collision,2.619,0.352,267.33,12.43,33.92,15.166,29.7,3.52,1.82,
run_0070,35.0,60.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,exponential,ClearSunset,,,30.0,,True,True,collision,2.633,0.389,305.12,12.42,33.92,15.166,29.7,3.52,1.72,
run_0071,35.0,60.0,1.8,left,near,0.5,2.00,0.0,4.0,5.0,exponential,ClearSunset,,,30.0,,True,True,collision,2.645,0.404,245.60,12.58,33.92,15.166,29.7,3.52,1.70,
run_0072,35.0,60.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,30.0,,True,False,full_stop,8.499,1.489,280.38,15.02,34.17,15.274,17.8,2.76,1.96,
run_0073,35.0,60.0,1.8,left,near,0.5,2.80,0.0,4.0,5.0,proportional_ramp,ClearSunset,,,30.0,,True,False,full_stop,9.521,1.564,276.53,15.17,34.17,15.274,17.8,2.76,1.84,
run_0074,35.0,60.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,step_constant,ClearSunset,,,30.0,,True,False,full_stop,10.455,1.571,306.57,15.22,34.17,15.274,17.8,2.76,1.74,
run_0075,35.0,60.0,1.8,left,near,0.5,2.80,0.0,4.0,5.0,step_constant,ClearSunset,,,30.0,,True,False,full_stop,10.455,1.571,306.57,15.22,34.17,15.274,17.8,2.76,1.74,
run_0076,35.0,60.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,30.0,,True,False,full_stop,7.363,1.410,289.24,15.21,34.17,15.274,17.8,2.76,2.12,
run_0077,35.0,60.0,1.8,left,near,0.5,2.80,0.0,4.0,5.0,cautious_ramp,ClearSunset,,,30.0,,True,False,full_stop,7.363,1.410,289.24,15.21,34.17,15.274,17.8,2.76,2.12,
run_0078,35.0,60.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,exponential,ClearSunset,,,30.0,,True,False,full_stop,6.997,1.290,283.38,14.83,34.17,15.274,17.8,2.76,2.12,
run_0079,35.0,60.0,1.8,left,near,0.5,2.80,0.0,4.0,5.0,exponential,ClearSunset,,,30.0,,True,False,full_stop,8.695,1.510,280.07,15.07,34.17,15.274,17.8,2.76,1.94,
run_0080,35.0,60.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,30.0,,True,False,full_stop,1.953,0.396,278.80,12.26,33.92,15.166,29.7,3.52,2.12,
run_0081,35.0,60.0,1.8,left,far,0.5,2.00,0.0,4.0,5.0,proportional_ramp,ClearSunset,,,30.0,,True,False,full_stop,2.311,0.430,292.40,9.58,33.92,15.166,29.7,3.52,1.70,
run_0082,35.0,60.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,step_constant,ClearSunset,,,30.0,,True,False,full_stop,2.484,0.469,275.04,9.63,33.92,15.166,29.7,3.52,1.66,
run_0083,35.0,60.0,1.8,left,far,0.5,2.00,0.0,4.0,5.0,step_constant,ClearSunset,,,30.0,,True,False,full_stop,2.484,0.469,275.04,9.63,33.92,15.166,29.7,3.52,1.66,
run_0084,35.0,60.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,30.0,,True,False,full_stop,1.734,0.273,426.27,13.11,33.92,15.166,29.7,3.52,2.06,
run_0085,35.0,60.0,1.8,left,far,0.5,2.00,0.0,4.0,5.0,cautious_ramp,ClearSunset,,,30.0,,True,False,full_stop,1.734,0.273,426.27,13.11,33.92,15.166,29.7,3.52,2.06,
run_0086,35.0,60.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,exponential,ClearSunset,,,30.0,,True,False,full_stop,1.747,0.354,411.93,12.73,33.92,15.166,29.7,3.52,2.12,
run_0087,35.0,60.0,1.8,left,far,0.5,2.00,0.0,4.0,5.0,exponential,ClearSunset,,,30.0,,True,False,full_stop,2.077,0.404,271.48,10.74,33.92,15.166,29.7,3.52,2.00,
run_0088,35.0,60.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,30.0,,True,False,full_stop,8.486,1.492,300.25,11.51,34.17,15.274,17.8,2.76,2.02,
run_0089,35.0,60.0,1.8,left,far,0.5,2.80,0.0,4.0,5.0,proportional_ramp,ClearSunset,,,30.0,,True,False,full_stop,9.708,1.564,277.54,11.57,34.17,15.274,17.8,2.76,1.84,
run_0090,35.0,60.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,step_constant,ClearSunset,,,30.0,,True,False,full_stop,10.582,1.571,269.55,11.60,34.17,15.274,17.8,2.76,1.74,
run_0091,35.0,60.0,1.8,left,far,0.5,2.80,0.0,4.0,5.0,step_constant,ClearSunset,,,30.0,,True,False,full_stop,10.582,1.571,269.55,11.60,34.17,15.274,17.8,2.76,1.74,
run_0092,35.0,60.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,30.0,,True,False,slowed_avoided,2.485,0.301,54.50,8.94,34.17,15.274,17.8,2.76,,
run_0093,35.0,60.0,1.8,left,far,0.5,2.80,0.0,4.0,5.0,cautious_ramp,ClearSunset,,,30.0,,True,False,slowed_avoided,2.485,0.301,54.50,8.94,34.17,15.274,17.8,2.76,,
run_0094,35.0,60.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,exponential,ClearSunset,,,30.0,,True,False,slowed_avoided,2.483,0.335,56.70,8.25,34.17,15.274,17.8,2.76,,
run_0095,35.0,60.0,1.8,left,far,0.5,2.80,0.0,4.0,5.0,exponential,ClearSunset,,,30.0,,True,False,full_stop,8.755,1.512,282.23,11.52,34.17,15.274,17.8,2.76,1.98,
run_0096,35.0,120.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,30.0,,True,True,collision,2.623,0.376,244.34,12.20,34.70,15.512,89.2,7.38,1.76,
run_0097,35.0,120.0,1.8,left,near,0.5,2.00,0.0,4.0,5.0,proportional_ramp,ClearSunset,,,30.0,,True,True,collision,2.627,0.382,306.90,12.38,34.70,15.512,89.2,7.38,1.72,
run_0098,35.0,120.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,step_constant,ClearSunset,,,30.0,,True,True,collision,2.629,0.399,269.46,12.45,34.70,15.512,89.2,7.38,1.72,
run_0099,35.0,120.0,1.8,left,near,0.5,2.00,0.0,4.0,5.0,step_constant,ClearSunset,,,30.0,,True,True,collision,2.629,0.399,269.46,12.45,34.70,15.512,89.2,7.38,1.72,
run_0100,35.0,120.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,30.0,,True,True,collision,2.604,0.328,281.50,12.20,34.70,15.512,89.2,7.38,1.90,
run_0101,35.0,120.0,1.8,left,near,0.5,2.00,0.0,4.0,5.0,cautious_ramp,ClearSunset,,,30.0,,True,True,collision,2.604,0.328,281.50,12.20,34.70,15.512,89.2,7.38,1.90,
run_0102,35.0,120.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,exponential,ClearSunset,,,30.0,,True,False,full_stop,4.547,0.792,237.70,10.66,34.70,15.512,89.2,7.38,1.38,
run_0103,35.0,120.0,1.8,left,near,0.5,2.00,0.0,4.0,5.0,exponential,ClearSunset,,,30.0,,True,True,collision,2.623,0.378,290.15,12.26,34.70,15.512,89.2,7.38,1.76,
run_0104,35.0,120.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,30.0,,True,False,full_stop,7.616,1.364,278.49,11.96,34.62,15.477,76.8,6.58,1.98,
run_0105,35.0,120.0,1.8,left,near,0.5,2.80,0.0,4.0,5.0,proportional_ramp,ClearSunset,,,30.0,,True,False,full_stop,8.609,1.461,290.38,12.09,34.62,15.477,76.8,6.58,1.88,
run_0106,35.0,120.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,step_constant,ClearSunset,,,30.0,,True,False,full_stop,9.447,1.499,290.70,12.31,34.62,15.477,76.8,6.58,1.78,
run_0107,35.0,120.0,1.8,left,near,0.5,2.80,0.0,4.0,5.0,step_constant,ClearSunset,,,30.0,,True,False,full_stop,9.447,1.499,290.70,12.31,34.62,15.477,76.8,6.58,1.78,
run_0108,35.0,120.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,30.0,,True,False,full_stop,6.175,1.199,289.03,12.16,34.62,15.477,76.8,6.58,2.20,
run_0109,35.0,120.0,1.8,left,near,0.5,2.80,0.0,4.0,5.0,cautious_ramp,ClearSunset,,,30.0,,True,False,full_stop,6.175,1.199,289.03,12.16,34.62,15.477,76.8,6.58,2.20,
run_0110,35.0,120.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,exponential,ClearSunset,,,30.0,,True,False,full_stop,6.296,1.143,279.73,11.75,34.62,15.477,76.8,6.58,2.10,
run_0111,35.0,120.0,1.8,left,near,0.5,2.80,0.0,4.0,5.0,exponential,ClearSunset,,,30.0,,True,False,full_stop,7.799,1.387,278.22,12.00,34.62,15.477,76.8,6.58,1.96,
run_0112,35.0,120.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,30.0,,True,False,full_stop,1.925,0.331,276.18,9.43,34.70,15.512,89.2,7.38,1.80,
run_0113,35.0,120.0,1.8,left,far,0.5,2.00,0.0,4.0,5.0,proportional_ramp,ClearSunset,,,30.0,,True,False,full_stop,1.984,0.350,278.75,9.45,34.70,15.512,89.2,7.38,1.76,
run_0114,35.0,120.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,step_constant,ClearSunset,,,30.0,,True,False,full_stop,2.003,0.364,255.36,9.51,34.70,15.512,89.2,7.38,1.78,
run_0115,35.0,120.0,1.8,left,far,0.5,2.00,0.0,4.0,5.0,step_constant,ClearSunset,,,30.0,,True,False,full_stop,2.003,0.364,255.36,9.51,34.70,15.512,89.2,7.38,1.78,
run_0116,35.0,120.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,30.0,,True,False,full_stop,1.835,0.274,272.06,9.61,34.70,15.512,89.2,7.38,2.20,
run_0117,35.0,120.0,1.8,left,far,0.5,2.00,0.0,4.0,5.0,cautious_ramp,ClearSunset,,,30.0,,True,False,full_stop,1.835,0.274,272.06,9.61,34.70,15.512,89.2,7.38,2.20,
run_0118,35.0,120.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,exponential,ClearSunset,,,30.0,,True,False,full_stop,4.621,0.792,237.70,8.13,34.70,15.512,89.2,7.38,1.38,
run_0119,35.0,120.0,1.8,left,far,0.5,2.00,0.0,4.0,5.0,exponential,ClearSunset,,,30.0,,True,False,full_stop,1.927,0.332,276.24,9.44,34.70,15.512,89.2,7.38,1.80,
run_0120,35.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,30.0,,True,False,full_stop,7.658,1.382,282.84,9.19,34.62,15.477,76.8,6.58,2.04,
run_0121,35.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,5.0,proportional_ramp,ClearSunset,,,30.0,,True,False,full_stop,8.791,1.468,276.11,9.24,34.62,15.477,76.8,6.58,1.88,
run_0122,35.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,step_constant,ClearSunset,,,30.0,,True,False,full_stop,9.662,1.503,305.52,9.28,34.62,15.477,76.8,6.58,1.78,
run_0123,35.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,5.0,step_constant,ClearSunset,,,30.0,,True,False,full_stop,9.662,1.503,305.52,9.28,34.62,15.477,76.8,6.58,1.78,
run_0124,35.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,30.0,,True,False,slowed_avoided,2.484,0.309,42.95,6.56,34.62,15.477,76.8,6.58,,
run_0125,35.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,5.0,cautious_ramp,ClearSunset,,,30.0,,True,False,slowed_avoided,2.484,0.309,42.95,6.56,34.62,15.477,76.8,6.58,,
