run_id,target_mph,encounter_distance_m,walker_speed_mps,walker_side,walker_cross,walker_startup_s,trigger_ttc_s,trigger_delay_s,braking_ramp_up_per_s,brake_headway_s,brake_profile,weather_preset,sun_altitude_deg,cloudiness,sim_seconds,random_seed,hazard_triggered,collision_detected,outcome,min_ped_distance_m,min_ttc_s,max_jerk_mps3,mean_jerk_mps3,ego_speed_at_trigger_mph,ego_speed_at_trigger_mps,ego_dist_at_trigger_m,trigger_time_s,time_to_stop_s,error
run_0763,45.0,120.0,1.8,left,far,0.5,1.80,0.0,4.0,5.0,step_constant,ClearSunset,,,30.0,,True,True,collision,1.687,0.153,4816.77,14.94,44.38,19.841,84.4,6.20,22.54,
run_0764,45.0,120.0,1.8,left,far,0.5,1.80,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,30.0,,True,True,collision,1.662,0.142,4608.86,13.01,44.38,19.841,84.4,6.20,,
run_0765,45.0,120.0,1.8,left,far,0.5,1.80,0.0,4.0,5.0,cautious_ramp,ClearSunset,,,30.0,,True,True,collision,1.662,0.142,4608.86,13.01,44.38,19.841,84.4,6.20,,
run_0766,45.0,120.0,1.8,left,far,0.5,1.80,0.0,4.0,2.5,exponential,ClearSunset,,,30.0,,True,True,collision,1.672,0.150,4634.27,14.30,44.38,19.841,84.4,6.20,22.72,
run_0767,45.0,120.0,1.8,left,far,0.5,1.80,0.0,4.0,5.0,exponential,ClearSunset,,,30.0,,True,True,collision,1.686,0.155,4608.90,13.37,44.38,19.841,84.4,6.20,,
run_0768,45.0,120.0,1.8,left,far,0.5,2.20,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,30.0,,True,False,full_stop,2.322,0.347,295.70,9.81,44.33,19.816,76.4,5.80,2.38,
run_0769,45.0,120.0,1.8,left,far,0.5,2.20,0.0,4.0,5.0,proportional_ramp,ClearSunset,,,30.0,,True,False,full_stop,2.382,0.371,265.20,9.84,44.33,19.816,76.4,5.80,2.30,
run_0770,45.0,120.0,1.8,left,far,0.5,2.20,0.0,4.0,2.5,step_constant,ClearSunset,,,30.0,,True,False,full_stop,2.441,0.397,278.70,9.92,44.33,19.816,76.4,5.80,2.28,
run_0771,45.0,120.0,1.8,left,far,0.5,2.20,0.0,4.0,5.0,step_constant,ClearSunset,,,30.0,,True,False,full_stop,2.441,0.397,278.70,9.92,44.33,19.816,76.4,5.80,2.28,
run_0772,45.0,120.0,1.8,left,far,0.5,2.20,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,30.0,,True,False,slowed_avoided,2.144,0.271,41.93,5.02,44.33,19.816,76.4,5.80,,
run_0773,45.0,120.0,1.8,left,far,0.5,2.20,0.0,4.0,5.0,cautious_ramp,ClearSunset,,,30.0,,True,False,slowed_avoided,2.144,0.271,41.93,5.02,44.33,19.816,76.4,5.80,,
run_0774,45.0,120.0,1.8,left,far,0.5,2.20,0.0,4.0,2.5,exponential,ClearSunset,,,30.0,,True,False,full_stop,2.219,0.307,311.75,9.71,44.33,19.816,76.4,5.80,2.58,
run_0775,45.0,120.0,1.8,left,far,0.5,2.20,0.0,4.0,5.0,exponential,ClearSunset,,,30.0,,True,False,full_stop,2.329,0.349,293.76,9.82,44.33,19.816,76.4,5.80,2.38,
run_0776,45.0,120.0,1.8,left,far,0.5,2.60,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,30.0,,True,False,slowed_avoided,2.482,0.364,46.26,5.15,44.26,19.784,68.9,5.42,,
run_0777,45.0,120.0,1.8,left,far,0.5,2.60,0.0,4.0,5.0,proportional_ramp,ClearSunset,,,30.0,,True,False,slowed_avoided,2.483,0.378,29.63,5.05,44.26,19.784,68.9,5.42,,
run_0778,45.0,120.0,1.8,left,far,0.5,2.60,0.0,4.0,2.5,step_constant,ClearSunset,,,30.0,,True,False,slowed_avoided,2.481,0.390,41.29,5.10,44.26,19.784,68.9,5.42,,
run_0779,45.0,120.0,1.8,left,far,0.5,2.60,0.0,4.0,5.0,step_constant,ClearSunset,,,30.0,,True,False,slowed_avoided,2.481,0.390,41.29,5.10,44.26,19.784,68.9,5.42,,
run_0780,45.0,120.0,1.8,left,far,0.5,2.60,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,30.0,,True,False,slowed_avoided,2.482,0.292,43.61,4.89,44.26,19.784,68.9,5.42,,
run_0781,45.0,120.0,1.8,left,far,0.5,2.60,0.0,4.0,5.0,cautious_ramp,ClearSunset,,,30.0,,True,False,slowed_avoided,2.482,0.292,43.61,4.89,44.26,19.784,68.9,5.42,,
run_0782,45.0,120.0,1.8,left,far,0.5,2.60,0.0,4.0,2.5,exponential,ClearSunset,,,30.0,,True,False,slowed_avoided,2.483,0.343,81.05,4.88,44.26,19.784,68.9,5.42,,
run_0783,45.0,120.0,1.8,left,far,0.5,2.60,0.0,4.0,5.0,exponential,ClearSunset,,,30.0,,True,False,slowed_avoided,2.482,0.365,89.38,5.52,44.26,19.784,68.9,5.42,,
run_0784,45.0,120.0,1.8,left,far,0.5,3.00,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,30.0,,True,False,slowed_avoided,2.486,0.272,27.19,4.22,44.19,19.754,61.0,5.02,,
run_0785,45.0,120.0,1.8,left,far,0.5,3.00,0.0,4.0,5.0,proportional_ramp,ClearSunset,,,30.0,,True,False,slowed_avoided,2.480,0.290,130.44,7.39,44.19,19.754,61.0,5.02,,
run_0786,45.0,120.0,1.8,left,far,0.5,3.00,0.0,4.0,2.5,step_constant,ClearSunset,,,30.0,,True,False,slowed_avoided,2.486,0.311,42.49,5.17,44.19,19.754,61.0,5.02,,
run_0787,45.0,120.0,1.8,left,far,0.5,3.00,0.0,4.0,5.0,step_constant,ClearSunset,,,30.0,,True,False,slowed_avoided,2.486,0.311,42.49,5.17,44.19,19.754,61.0,5.02,,
run_0788,45.0,120.0,1.8,left,far,0.5,3.00,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,30.0,,True,False,slowed_avoided,2.489,0.240,43.56,5.60,44.19,19.754,61.0,5.02,,
run_0789,45.0,120.0,1.8,left,far,0.5,3.00,0.0,4.0,5.0,cautious_ramp,ClearSunset,,,30.0,,True,False,slowed_avoided,2.489,0.240,43.56,5.60,44.19,19.754,61.0,5.02,,
run_0790,45.0,120.0,1.8,left,far,0.5,3.00,0.0,4.0,2.5,exponential,ClearSunset,,,30.0,,True,False,slowed_avoided,2.484,0.247,43.50,5.47,44.19,19.754,61.0,5.02,,
run_0791,45.0,120.0,1.8,left,far,0.5,3.00,0.0,4.0,5.0,exponential,ClearSunset,,,30.0,,True,False,slowed_avoided,2.487,0.276,27.19,4.19,44.19,19.754,61.0,5.02,,
run_0792,45.0,120.0,1.8,left,far,0.5,3.50,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,30.0,,True,False,slowed_avoided,2.483,0.169,44.20,6.53,44.15,19.736,51.1,4.52,,
run_0793,45.0,120.0,1.8,left,far,0.5,3.50,0.0,4.0,5.0,proportional_ramp,ClearSunset,,,30.0,,True,False,slowed_avoided,2.490,0.190,43.58,5.92,44.15,19.736,51.1,4.52,,
run_0794,45.0,120.0,1.8,left,far,0.5,3.50,0.0,4.0,2.5,step_constant,ClearSunset,,,30.0,,True,False,slowed_avoided,2.489,0.210,33.52,4.78,44.15,19.736,51.1,4.52,,
run_0795,45.0,120.0,1.8,left,far,0.5,3.50,0.0,4.0,5.0,step_constant,ClearSunset,,,30.0,,True,False,slowed_avoided,2.487,0.202,42.96,5.25,44.15,19.736,51.1,4.52,,
run_0796,45.0,120.0,1.8,left,far,0.5,3.50,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,30.0,,True,False,slowed_avoided,2.483,0.165,43.94,6.52,44.15,19.736,51.1,4.52,,
run_0797,45.0,120.0,1.8,left,far,0.5,3.50,0.0,4.0,5.0,cautious_ramp,ClearSunset,,,30.0,,True,False,slowed_avoided,2.483,0.165,43.94,6.52,44.15,19.736,51.1,4.52,,
run_0798,45.0,120.0,1.8,left,far,0.5,3.50,0.0,4.0,2.5,exponential,ClearSunset,,,30.0,,True,False,slowed_avoided,2.486,0.152,44.62,6.47,44.15,19.736,51.1,4.52,,
run_0799,45.0,120.0,1.8,left,far,0.5,3.50,0.0,4.0,5.0,exponential,ClearSunset,,,30.0,,True,False,slowed_avoided,2.495,0.175,43.53,6.37,44.15,19.736,51.1,4.52,,
