run_id,brake_profile,target_mph,encounter_distance_m,walker_speed_mps,walker_side,walker_cross,trigger_ttc_s,braking_ramp_up_per_s,brake_headway_s,weather_preset,hazard_triggered,collision_detected,outcome,min_ped_distance_m,min_ttc_s,max_jerk_mps3,mean_jerk_mps3,ego_speed_at_trigger_mph,ego_speed_at_trigger_mps,time_to_stop_s,physics_label,margin_m
run_0528,SAC_v3_1600k,40.0,60.0,1.8,left,far,2.2,4.0,2.5,ClearSunset,True,False,full_stop,1.763,0.332,408.16,14.49,39.21,17.528,,avoidable,inf
run_0529,SAC_v3_1600k,40.0,60.0,1.8,left,far,2.2,4.0,5.0,ClearSunset,True,False,full_stop,1.769,0.336,408.16,14.56,39.21,17.528,,avoidable,inf
run_0536,SAC_v3_1600k,40.0,60.0,1.8,left,far,2.6,4.0,2.5,ClearSunset,True,False,full_stop,6.049,1.061,408.16,17.78,38.84,17.363,2.0,avoidable,inf
run_0537,SAC_v3_1600k,40.0,60.0,1.8,left,far,2.6,4.0,5.0,ClearSunset,True,False,full_stop,6.633,1.129,408.16,17.68,38.84,17.363,1.92,avoidable,inf
run_0544,SAC_v3_1600k,40.0,60.0,1.8,left,far,3.0,4.0,2.5,ClearSunset,True,False,full_stop,6.227,1.079,408.16,17.43,38.94,17.406,,avoidable,inf
run_0545,SAC_v3_1600k,40.0,60.0,1.8,left,far,3.0,4.0,5.0,ClearSunset,True,False,full_stop,6.564,1.12,408.16,17.54,38.94,17.406,1.96,avoidable,inf
run_0552,SAC_v3_1600k,40.0,60.0,1.8,left,far,3.5,4.0,2.5,ClearSunset,True,False,full_stop,6.882,1.122,408.16,14.38,38.84,17.363,,avoidable,inf
run_0553,SAC_v3_1600k,40.0,60.0,1.8,left,far,3.5,4.0,5.0,ClearSunset,True,False,full_stop,7.066,1.158,408.16,15.09,38.84,17.363,,avoidable,inf
run_0560,SAC_v3_1600k,40.0,120.0,1.8,left,near,1.8,4.0,2.5,ClearSunset,True,True,collision,2.659,0.28,408.16,9.57,39.65,17.727,,impossible,-13.49
run_0561,SAC_v3_1600k,40.0,120.0,1.8,left,near,1.8,4.0,5.0,ClearSunset,True,True,collision,2.662,0.278,408.16,9.6,39.65,17.727,,impossible,-13.49
run_0568,SAC_v3_1600k,40.0,120.0,1.8,left,near,2.2,4.0,2.5,ClearSunset,True,True,collision,2.593,0.347,408.16,9.58,39.63,17.718,,borderline-impossible,-6.34
run_0569,SAC_v3_1600k,40.0,120.0,1.8,left,near,2.2,4.0,5.0,ClearSunset,True,True,collision,2.61,0.357,408.16,9.62,39.63,17.718,,borderline-impossible,-6.34
run_0576,SAC_v3_1600k,40.0,120.0,1.8,left,near,2.6,4.0,2.5,ClearSunset,True,False,full_stop,4.318,0.815,408.16,11.75,39.6,17.702,2.14,borderline-avoidable,0.81
run_0577,SAC_v3_1600k,40.0,120.0,1.8,left,near,2.6,4.0,5.0,ClearSunset,True,False,full_stop,4.913,0.903,408.16,11.73,39.6,17.702,2.08,borderline-avoidable,0.81
run_0584,SAC_v3_1600k,40.0,120.0,1.8,left,near,3.0,4.0,2.5,ClearSunset,True,False,full_stop,9.383,1.504,408.16,12.12,39.57,17.69,2.1,borderline-avoidable,7.97
run_0585,SAC_v3_1600k,40.0,120.0,1.8,left,near,3.0,4.0,5.0,ClearSunset,True,False,full_stop,9.762,1.528,408.16,12.22,39.57,17.69,2.06,borderline-avoidable,7.97
run_0592,SAC_v3_1600k,40.0,120.0,1.8,left,near,3.5,4.0,2.5,ClearSunset,True,False,full_stop,9.446,1.513,408.16,12.2,39.57,17.69,2.1,avoidable,16.91
run_0593,SAC_v3_1600k,40.0,120.0,1.8,left,near,3.5,4.0,5.0,ClearSunset,True,False,full_stop,9.816,1.535,408.16,12.09,39.57,17.69,2.06,avoidable,16.91
run_0600,SAC_v3_1600k,40.0,120.0,1.8,left,far,1.8,4.0,2.5,ClearSunset,True,False,slowed_avoided,1.733,0.227,408.16,5.99,39.65,17.727,,impossible,-13.49
run_0601,SAC_v3_1600k,40.0,120.0,1.8,left,far,1.8,4.0,5.0,ClearSunset,True,False,slowed_avoided,1.724,0.223,408.16,5.96,39.65,17.727,,impossible,-13.49
run_0608,SAC_v3_1600k,40.0,120.0,1.8,left,far,2.2,4.0,2.5,ClearSunset,True,False,full_stop,1.943,0.364,408.16,9.22,39.63,17.718,,avoidable,inf
run_0609,SAC_v3_1600k,40.0,120.0,1.8,left,far,2.2,4.0,5.0,ClearSunset,True,False,full_stop,1.993,0.376,408.16,9.28,39.63,17.718,,avoidable,inf
run_0616,SAC_v3_1600k,40.0,120.0,1.8,left,far,2.6,4.0,2.5,ClearSunset,True,False,full_stop,5.476,0.944,408.16,9.51,39.6,17.702,,avoidable,inf
run_0617,SAC_v3_1600k,40.0,120.0,1.8,left,far,2.6,4.0,5.0,ClearSunset,True,False,full_stop,5.726,0.994,408.16,9.92,39.6,17.702,,avoidable,inf
run_0624,SAC_v3_1600k,40.0,120.0,1.8,left,far,3.0,4.0,2.5,ClearSunset,True,False,full_stop,10.841,1.533,408.16,9.91,39.57,17.69,,avoidable,inf
run_0625,SAC_v3_1600k,40.0,120.0,1.8,left,far,3.0,4.0,5.0,ClearSunset,True,False,full_stop,11.03,1.561,408.16,9.9,39.57,17.69,,avoidable,inf
run_0632,SAC_v3_1600k,40.0,120.0,1.8,left,far,3.5,4.0,2.5,ClearSunset,True,False,full_stop,14.599,1.517,408.16,10.33,39.57,17.69,,avoidable,inf
run_0633,SAC_v3_1600k,40.0,120.0,1.8,left,far,3.5,4.0,5.0,ClearSunset,True,False,full_stop,14.739,1.55,408.16,10.38,39.57,17.69,,avoidable,inf
run_0640,SAC_v3_1600k,45.0,60.0,1.8,left,near,1.8,4.0,2.5,ClearSunset,True,True,collision,2.505,0.228,408.16,15.25,43.37,19.388,,impossible,-21.6
run_0641,SAC_v3_1600k,45.0,60.0,1.8,left,near,1.8,4.0,5.0,ClearSunset,True,True,collision,2.507,0.229,408.16,15.26,43.37,19.388,,impossible,-21.6
run_0648,SAC_v3_1600k,45.0,60.0,1.8,left,near,2.2,4.0,2.5,ClearSunset,True,True,collision,2.504,0.228,408.16,15.25,43.37,19.388,,impossible,-13.56
run_0649,SAC_v3_1600k,45.0,60.0,1.8,left,near,2.2,4.0,5.0,ClearSunset,True,True,collision,2.505,0.228,408.16,15.26,43.37,19.388,,impossible,-13.56
run_0656,SAC_v3_1600k,45.0,60.0,1.8,left,near,2.6,4.0,2.5,ClearSunset,True,True,collision,2.592,0.275,408.16,14.49,45.97,20.552,,borderline-impossible,-5.51
run_0657,SAC_v3_1600k,45.0,60.0,1.8,left,near,2.6,4.0,5.0,ClearSunset,True,True,collision,2.628,0.265,408.16,14.61,45.97,20.552,,borderline-impossible,-5.51
run_0664,SAC_v3_1600k,45.0,60.0,1.8,left,near,3.0,4.0,2.5,ClearSunset,True,True,collision,2.638,0.293,408.16,14.51,45.66,20.41,,borderline-avoidable,2.54
run_0665,SAC_v3_1600k,45.0,60.0,1.8,left,near,3.0,4.0,5.0,ClearSunset,True,True,collision,2.647,0.284,408.16,14.48,45.66,20.41,,borderline-avoidable,2.54
run_0672,SAC_v3_1600k,45.0,60.0,1.8,left,near,3.5,4.0,2.5,ClearSunset,True,True,collision,2.584,0.274,408.16,14.49,46.1,20.607,,avoidable,12.6
run_0673,SAC_v3_1600k,45.0,60.0,1.8,left,near,3.5,4.0,5.0,ClearSunset,True,True,collision,2.625,0.266,408.16,14.43,46.1,20.607,,avoidable,12.6
run_0680,SAC_v3_1600k,45.0,60.0,1.8,left,far,1.8,4.0,2.5,ClearSunset,True,True,collision,2.496,0.228,408.16,15.33,43.37,19.388,,impossible,-21.6
run_0681,SAC_v3_1600k,45.0,60.0,1.8,left,far,1.8,4.0,5.0,ClearSunset,True,True,collision,2.497,0.228,408.16,15.35,43.37,19.388,,impossible,-21.6
run_0688,SAC_v3_1600k,45.0,60.0,1.8,left,far,2.2,4.0,2.5,ClearSunset,True,False,slowed_avoided,1.684,0.228,408.16,6.91,43.37,19.388,,avoidable,inf
run_0689,SAC_v3_1600k,45.0,60.0,1.8,left,far,2.2,4.0,5.0,ClearSunset,True,False,slowed_avoided,1.684,0.228,408.16,6.91,43.37,19.388,,avoidable,inf
run_0696,SAC_v3_1600k,45.0,60.0,1.8,left,far,2.6,4.0,2.5,ClearSunset,True,False,full_stop,1.712,0.284,408.16,13.43,45.97,20.552,,avoidable,inf
run_0697,SAC_v3_1600k,45.0,60.0,1.8,left,far,2.6,4.0,5.0,ClearSunset,True,False,full_stop,1.721,0.247,408.16,13.47,45.97,20.552,,avoidable,inf
run_0704,SAC_v3_1600k,45.0,60.0,1.8,left,far,3.0,4.0,2.5,ClearSunset,True,False,full_stop,2.009,0.313,408.16,13.74,45.66,20.41,,avoidable,inf
run_0705,SAC_v3_1600k,45.0,60.0,1.8,left,far,3.0,4.0,5.0,ClearSunset,True,False,full_stop,1.944,0.224,408.16,13.48,45.66,20.41,,avoidable,inf
run_0712,SAC_v3_1600k,45.0,60.0,1.8,left,far,3.5,4.0,2.5,ClearSunset,True,False,full_stop,2.262,0.305,408.16,14.0,46.1,20.607,,avoidable,inf
run_0713,SAC_v3_1600k,45.0,60.0,1.8,left,far,3.5,4.0,5.0,ClearSunset,True,False,full_stop,2.208,0.29,408.16,13.93,46.1,20.607,,avoidable,inf
run_0720,SAC_v3_1600k,45.0,120.0,1.8,left,near,1.8,4.0,2.5,ClearSunset,True,True,collision,2.67,0.211,408.16,10.44,44.51,19.899,,impossible,-21.6
run_0721,SAC_v3_1600k,45.0,120.0,1.8,left,near,1.8,4.0,5.0,ClearSunset,True,True,collision,2.682,0.212,408.16,10.48,44.51,19.899,,impossible,-21.6
run_0728,SAC_v3_1600k,45.0,120.0,1.8,left,near,2.2,4.0,2.5,ClearSunset,True,True,collision,2.611,0.346,408.16,10.34,44.45,19.872,,impossible,-13.56
run_0729,SAC_v3_1600k,45.0,120.0,1.8,left,near,2.2,4.0,5.0,ClearSunset,True,True,collision,2.586,0.351,408.16,10.37,44.45,19.872,,impossible,-13.56
run_0736,SAC_v3_1600k,45.0,120.0,1.8,left,near,2.6,4.0,2.5,ClearSunset,True,True,collision,2.657,0.331,408.16,10.34,44.45,19.873,,borderline-impossible,-5.51
run_0737,SAC_v3_1600k,45.0,120.0,1.8,left,near,2.6,4.0,5.0,ClearSunset,True,True,collision,2.674,0.334,408.16,10.41,44.45,19.873,,borderline-impossible,-5.51
run_0744,SAC_v3_1600k,45.0,120.0,1.8,left,near,3.0,4.0,2.5,ClearSunset,True,False,full_stop,3.413,0.662,408.16,12.35,44.41,19.855,2.44,borderline-avoidable,2.54
run_0745,SAC_v3_1600k,45.0,120.0,1.8,left,near,3.0,4.0,5.0,ClearSunset,True,False,full_stop,3.588,0.687,408.16,12.39,44.41,19.855,2.42,borderline-avoidable,2.54
run_0752,SAC_v3_1600k,45.0,120.0,1.8,left,near,3.5,4.0,2.5,ClearSunset,True,False,full_stop,5.055,0.941,408.16,12.43,44.39,19.846,2.48,avoidable,12.6
run_0753,SAC_v3_1600k,45.0,120.0,1.8,left,near,3.5,4.0,5.0,ClearSunset,True,False,full_stop,5.816,1.029,408.16,12.47,44.39,19.846,2.38,avoidable,12.6
run_0760,SAC_v3_1600k,45.0,120.0,1.8,left,far,1.8,4.0,2.5,ClearSunset,True,False,slowed_avoided,1.678,0.21,408.16,6.2,44.51,19.899,,impossible,-21.6
run_0761,SAC_v3_1600k,45.0,120.0,1.8,left,far,1.8,4.0,5.0,ClearSunset,True,False,slowed_avoided,1.679,0.211,408.16,6.2,44.51,19.899,,impossible,-21.6
run_0768,SAC_v3_1600k,45.0,120.0,1.8,left,far,2.2,4.0,2.5,ClearSunset,True,False,full_stop,2.126,0.369,408.16,9.99,44.45,19.872,,avoidable,inf
run_0769,SAC_v3_1600k,45.0,120.0,1.8,left,far,2.2,4.0,5.0,ClearSunset,True,False,full_stop,2.166,0.377,408.16,10.04,44.45,19.872,,avoidable,inf
run_0776,SAC_v3_1600k,45.0,120.0,1.8,left,far,2.6,4.0,2.5,ClearSunset,True,False,full_stop,2.955,0.471,408.16,10.36,44.45,19.873,,avoidable,inf
run_0777,SAC_v3_1600k,45.0,120.0,1.8,left,far,2.6,4.0,5.0,ClearSunset,True,False,full_stop,3.036,0.485,408.16,10.39,44.45,19.873,,avoidable,inf
run_0784,SAC_v3_1600k,45.0,120.0,1.8,left,far,3.0,4.0,2.5,ClearSunset,True,False,full_stop,8.852,1.05,408.16,10.82,44.41,19.855,,avoidable,inf
run_0785,SAC_v3_1600k,45.0,120.0,1.8,left,far,3.0,4.0,5.0,ClearSunset,True,False,full_stop,8.918,1.061,408.16,10.87,44.41,19.855,,avoidable,inf
run_0792,SAC_v3_1600k,45.0,120.0,1.8,left,far,3.5,4.0,2.5,ClearSunset,True,False,full_stop,14.981,1.378,408.16,11.43,44.39,19.846,,avoidable,inf
run_0793,SAC_v3_1600k,45.0,120.0,1.8,left,far,3.5,4.0,5.0,ClearSunset,True,False,full_stop,15.014,1.382,408.16,11.48,44.39,19.846,,avoidable,inf
