run_id,target_mph,encounter_distance_m,walker_speed_mps,walker_side,walker_cross,walker_startup_s,trigger_ttc_s,trigger_delay_s,braking_ramp_up_per_s,brake_headway_s,brake_profile,weather_preset,sun_altitude_deg,cloudiness,sim_seconds,random_seed,hazard_triggered,collision_detected,outcome,min_ped_distance_m,min_ttc_s,max_jerk_mps3,mean_jerk_mps3,ego_speed_at_trigger_mph,ego_speed_at_trigger_mps,ego_dist_at_trigger_m,trigger_time_s,time_to_stop_s,error
run_0019,25.0,120.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,exponential,ClearSunset,,,13.0,,True,False,full_stop,3.949,0.731,270.37,17.92,24.93,11.145,97.8,10.10,1.22,
run_0020,25.0,120.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,13.0,,True,False,full_stop,9.207,1.612,282.30,14.16,24.90,11.132,88.9,9.30,1.38,
run_0021,25.0,120.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,step_constant,ClearSunset,,,13.0,,True,False,full_stop,10.925,1.660,269.38,14.37,24.90,11.132,88.9,9.30,1.16,
run_0022,25.0,120.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,13.0,,True,False,full_stop,8.344,1.582,296.52,14.26,24.90,11.132,88.9,9.30,1.52,
run_0023,25.0,120.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,exponential,ClearSunset,,,13.0,,True,False,full_stop,7.968,1.481,302.33,14.01,24.90,11.132,88.9,9.30,1.54,
run_0024,25.0,120.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,13.0,,True,False,full_stop,4.194,0.768,270.34,18.11,24.93,11.145,97.8,10.10,1.20,
run_0025,25.0,120.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,step_constant,ClearSunset,,,13.0,,True,False,full_stop,4.497,0.815,267.53,18.51,24.93,11.145,97.8,10.10,1.16,
run_0026,25.0,120.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,13.0,,True,False,full_stop,3.244,0.608,274.84,18.09,24.93,11.145,97.8,10.10,1.32,
run_0027,25.0,120.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,exponential,ClearSunset,,,13.0,,True,False,full_stop,3.986,0.730,270.40,17.92,24.93,11.145,97.8,10.10,1.22,
run_0028,25.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,13.0,,True,False,full_stop,9.292,1.612,282.32,14.17,24.90,11.132,88.9,9.30,1.38,
run_0029,25.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,step_constant,ClearSunset,,,13.0,,True,False,full_stop,10.960,1.660,269.38,14.37,24.90,11.132,88.9,9.30,1.16,
run_0030,25.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,13.0,,True,False,full_stop,8.593,1.584,288.61,14.29,24.90,11.132,88.9,9.30,1.50,
run_0031,25.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,exponential,ClearSunset,,,13.0,,True,False,full_stop,8.110,1.487,286.96,14.01,24.90,11.132,88.9,9.30,1.54,
run_0032,35.0,60.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,13.0,,True,False,full_stop,2.640,0.402,283.21,6.08,33.92,15.166,29.7,3.52,1.70,
run_0033,35.0,60.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,step_constant,ClearSunset,,,13.0,,True,False,full_stop,2.671,0.445,267.54,6.16,33.92,15.166,29.7,3.52,1.66,
run_0034,35.0,60.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,13.0,,True,False,full_stop,2.619,0.352,267.33,5.99,33.92,15.166,29.7,3.52,1.82,
run_0035,35.0,60.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,exponential,ClearSunset,,,13.0,,True,False,full_stop,2.633,0.389,305.12,5.99,33.92,15.166,29.7,3.52,1.72,
run_0036,35.0,60.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,13.0,,True,False,full_stop,8.499,1.489,280.38,6.70,34.17,15.274,17.8,2.76,1.96,
run_0037,35.0,60.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,step_constant,ClearSunset,,,13.0,,True,False,full_stop,10.455,1.571,306.57,6.79,34.17,15.274,17.8,2.76,1.74,
run_0038,35.0,60.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,13.0,,True,False,full_stop,7.363,1.410,289.24,6.79,34.17,15.274,17.8,2.76,2.12,
run_0039,35.0,60.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,exponential,ClearSunset,,,13.0,,True,False,full_stop,6.997,1.290,283.38,6.62,34.17,15.274,17.8,2.76,2.12,
run_0040,35.0,60.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,13.0,,True,False,full_stop,1.953,0.396,272.87,7.73,33.92,15.166,29.7,3.52,2.12,
run_0041,35.0,60.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,step_constant,ClearSunset,,,13.0,,True,False,full_stop,2.484,0.469,275.04,6.09,33.92,15.166,29.7,3.52,1.66,
run_0042,35.0,60.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,13.0,,True,False,full_stop,1.747,0.274,414.84,8.04,33.92,15.166,29.7,3.52,2.04,
run_0043,35.0,60.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,exponential,ClearSunset,,,13.0,,True,False,full_stop,1.746,0.354,417.50,7.94,33.92,15.166,29.7,3.52,2.12,
run_0044,35.0,60.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,13.0,,True,False,full_stop,8.486,1.492,300.25,6.74,34.17,15.274,17.8,2.76,2.02,
run_0045,35.0,60.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,step_constant,ClearSunset,,,13.0,,True,False,full_stop,10.582,1.571,269.55,6.79,34.17,15.274,17.8,2.76,1.74,
run_0046,35.0,60.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,13.0,,True,False,slowed_avoided,2.485,0.301,54.50,5.50,34.17,15.274,17.8,2.76,,
run_0047,35.0,60.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,exponential,ClearSunset,,,13.0,,True,False,slowed_avoided,2.483,0.335,56.70,5.32,34.17,15.274,17.8,2.76,,
run_0048,35.0,120.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,13.0,,True,False,full_stop,2.623,0.376,244.34,9.94,34.70,15.512,89.2,7.38,1.76,
run_0049,35.0,120.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,step_constant,ClearSunset,,,13.0,,True,False,full_stop,2.629,0.399,269.46,10.14,34.70,15.512,89.2,7.38,1.72,
run_0050,35.0,120.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,13.0,,True,False,full_stop,2.604,0.328,281.50,9.94,34.70,15.512,89.2,7.38,1.90,
run_0051,35.0,120.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,exponential,ClearSunset,,,13.0,,True,False,full_stop,4.547,0.792,237.70,8.68,34.70,15.512,89.2,7.38,1.38,
run_0052,35.0,120.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,13.0,,True,False,full_stop,7.616,1.364,278.49,8.52,34.62,15.477,76.8,6.58,1.98,
run_0053,35.0,120.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,step_constant,ClearSunset,,,13.0,,True,False,full_stop,9.447,1.499,290.70,8.77,34.62,15.477,76.8,6.58,1.78,
run_0054,35.0,120.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,13.0,,True,False,full_stop,6.175,1.199,289.03,8.67,34.62,15.477,76.8,6.58,2.20,
run_0055,35.0,120.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,exponential,ClearSunset,,,13.0,,True,False,full_stop,6.296,1.143,279.73,8.37,34.62,15.477,76.8,6.58,2.10,
run_0056,35.0,120.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,13.0,,True,False,full_stop,1.925,0.331,276.18,9.97,34.70,15.512,89.2,7.38,1.80,
run_0057,35.0,120.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,step_constant,ClearSunset,,,13.0,,True,False,full_stop,2.003,0.364,255.36,10.08,34.70,15.512,89.2,7.38,1.78,
run_0058,35.0,120.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,13.0,,True,False,full_stop,1.835,0.274,272.06,10.13,34.70,15.512,89.2,7.38,2.20,
run_0059,35.0,120.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,exponential,ClearSunset,,,13.0,,True,False,full_stop,4.621,0.792,237.70,8.68,34.70,15.512,89.2,7.38,1.38,
run_0060,35.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,13.0,,True,False,full_stop,7.658,1.382,282.84,8.59,34.62,15.477,76.8,6.58,2.04,
run_0061,35.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,step_constant,ClearSunset,,,13.0,,True,False,full_stop,9.662,1.503,305.52,8.67,34.62,15.477,76.8,6.58,1.78,
run_0062,35.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,13.0,,True,False,slowed_avoided,2.484,0.309,42.95,6.32,34.62,15.477,76.8,6.58,,
run_0063,35.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,exponential,ClearSunset,,,13.0,,True,False,slowed_avoided,2.484,0.356,43.54,5.99,34.62,15.477,76.8,6.58,,
run_0064,45.0,60.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,13.0,,True,False,full_stop,2.548,0.218,267.78,6.81,39.84,17.811,24.4,3.16,1.64,
run_0065,45.0,60.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,step_constant,ClearSunset,,,13.0,,True,True,collision,2.492,0.225,262.85,6.99,39.84,17.811,24.4,3.16,2.18,
run_0066,45.0,60.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,13.0,,True,True,collision,1.088,0.182,1560.05,18.47,39.84,17.811,24.4,3.16,4.10,
run_0067,45.0,60.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,exponential,ClearSunset,,,13.0,,True,True,collision,1.218,0.220,412.17,15.07,39.84,17.811,24.4,3.16,,
run_0068,45.0,60.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,13.0,,True,False,full_stop,2.597,0.302,274.98,6.34,34.20,15.287,17.8,2.76,2.28,
run_0069,45.0,60.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,step_constant,ClearSunset,,,13.0,,True,False,full_stop,2.603,0.316,260.42,6.53,34.20,15.287,17.8,2.76,2.28,
run_0070,45.0,60.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,13.0,,True,False,full_stop,2.579,0.263,305.22,6.33,34.20,15.287,17.8,2.76,2.42,
run_0071,45.0,60.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,exponential,ClearSunset,,,13.0,,True,False,full_stop,2.590,0.289,261.20,6.23,34.20,15.287,17.8,2.76,2.32,
run_0072,45.0,60.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,13.0,,True,False,full_stop,1.578,0.158,371.24,8.35,39.84,17.811,24.4,3.16,1.92,
run_0073,45.0,60.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,step_constant,ClearSunset,,,13.0,,True,False,full_stop,1.608,0.163,346.97,8.22,39.84,17.811,24.4,3.16,1.90,
run_0074,45.0,60.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,13.0,,True,False,full_stop,1.681,0.158,213.21,6.93,39.84,17.811,24.4,3.16,1.98,
run_0075,45.0,60.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,exponential,ClearSunset,,,13.0,,True,False,full_stop,1.571,0.157,416.12,8.51,39.84,17.811,24.4,3.16,1.86,
run_0076,45.0,60.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,13.0,,True,False,slowed_avoided,2.103,0.277,45.26,5.24,34.20,15.287,17.8,2.76,,
run_0077,45.0,60.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,step_constant,ClearSunset,,,13.0,,True,False,slowed_avoided,2.173,0.303,68.62,5.94,34.20,15.287,17.8,2.76,,
run_0078,45.0,60.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,13.0,,True,False,slowed_avoided,1.970,0.226,66.47,5.05,34.20,15.287,17.8,2.76,,
run_0079,45.0,60.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,exponential,ClearSunset,,,13.0,,True,False,slowed_avoided,2.046,0.256,45.26,5.06,34.20,15.287,17.8,2.76,,
run_0080,45.0,120.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,13.0,,True,False,slowed_avoided,1.477,0.213,44.75,6.37,44.35,19.828,80.4,6.00,,
run_0081,45.0,120.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,step_constant,ClearSunset,,,13.0,,True,True,collision,1.492,0.214,268.40,8.65,44.35,19.828,80.4,6.00,2.36,
run_0082,45.0,120.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,13.0,,True,False,full_stop,1.424,0.170,291.66,9.83,44.35,19.828,80.4,6.00,2.06,
run_0083,45.0,120.0,1.8,left,near,0.5,2.00,0.0,4.0,2.5,exponential,ClearSunset,,,13.0,,True,False,slowed_avoided,1.480,0.206,43.68,6.27,44.35,19.828,80.4,6.00,,
run_0084,45.0,120.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,13.0,,True,False,full_stop,4.297,0.791,270.63,7.33,44.20,19.758,65.0,5.22,2.36,
run_0085,45.0,120.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,step_constant,ClearSunset,,,13.0,,True,False,full_stop,6.779,1.184,285.89,7.53,44.20,19.758,65.0,5.22,2.18,
run_0086,45.0,120.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,13.0,,True,False,full_stop,2.735,0.535,274.87,7.47,44.20,19.758,65.0,5.22,2.52,
run_0087,45.0,120.0,1.8,left,near,0.5,2.80,0.0,4.0,2.5,exponential,ClearSunset,,,13.0,,True,False,full_stop,2.765,0.545,269.64,7.19,44.20,19.758,65.0,5.22,2.46,
run_0088,45.0,120.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,13.0,,True,True,collision,1.382,0.124,3023.70,34.07,44.35,19.828,80.4,6.00,2.92,
run_0089,45.0,120.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,step_constant,ClearSunset,,,13.0,,True,True,collision,1.409,0.127,3902.74,42.76,44.35,19.828,80.4,6.00,3.14,
run_0090,45.0,120.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,13.0,,True,False,slowed_avoided,1.484,0.125,436.33,18.34,44.35,19.828,80.4,6.00,,
run_0091,45.0,120.0,1.8,left,far,0.5,2.00,0.0,4.0,2.5,exponential,ClearSunset,,,13.0,,True,False,slowed_avoided,1.468,0.131,300.13,14.27,44.35,19.828,80.4,6.00,,
run_0092,45.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,proportional_ramp,ClearSunset,,,13.0,,True,False,slowed_avoided,2.482,0.384,44.09,5.46,44.20,19.758,65.0,5.22,,
run_0093,45.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,step_constant,ClearSunset,,,13.0,,True,False,full_stop,5.668,1.215,272.06,7.76,44.20,19.758,65.0,5.22,2.48,
run_0094,45.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,cautious_ramp,ClearSunset,,,13.0,,True,False,slowed_avoided,2.482,0.301,44.36,5.25,44.20,19.758,65.0,5.22,,
run_0095,45.0,120.0,1.8,left,far,0.5,2.80,0.0,4.0,2.5,exponential,ClearSunset,,,13.0,,True,False,slowed_avoided,2.483,0.389,44.71,5.24,44.20,19.758,65.0,5.22,,
